"FullName","Name","Parent","Depth","LastWrite","ChildDirs","ChildFiles"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\catacombs\smhalls","smhalls","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\catacombs","9","18/10/2025 3:31:21","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\chambers","chambers","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic","8","18/10/2025 3:31:22","1","12"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\chambers\Lux","Lux","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\chambers","9","18/10/2025 3:31:22","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\exterior","exterior","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic","8","18/10/2025 3:31:22","1","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\exterior\dwellings","dwellings","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\exterior","9","18/10/2025 3:31:22","1","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\exterior\dwellings\Lux","Lux","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\exterior\dwellings","10","18/10/2025 3:31:22","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\pits","pits","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic","8","18/10/2025 3:31:22","0","28"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\platforms","platforms","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic","8","18/10/2025 3:31:23","0","7"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\smrooms","smrooms","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic","8","18/10/2025 3:31:23","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\temple","temple","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic","8","18/10/2025 3:31:23","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\temple\bghalls","bghalls","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\nordic\temple","9","18/10/2025 3:31:25","0","10"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften","riften","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons","7","18/10/2025 3:31:26","5","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften\ratwaybarrel","ratwaybarrel","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften","8","18/10/2025 3:31:25","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften\RatwayHall","RatwayHall","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften","8","18/10/2025 3:31:26","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften\ratwayroom","ratwayroom","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften","8","18/10/2025 3:31:26","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften\TGRoom","TGRoom","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften","8","18/10/2025 3:31:26","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften\thievesguild","thievesguild","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\riften","8","18/10/2025 3:31:26","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons\ship","ship","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\dungeons","7","18/10/2025 3:31:26","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\effects","effects","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes","6","18/10/2025 3:31:26","1","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\effects\ambient","ambient","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\effects","7","18/10/2025 3:31:26","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape","landscape","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes","6","18/10/2025 3:31:27","2","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape\mountains","mountains","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape","7","18/10/2025 3:31:27","0","7"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape\volcanic","volcanic","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape","7","18/10/2025 3:31:27","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape\volcanic\Lux","Lux","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\landscape\volcanic","8","18/10/2025 3:31:27","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\Lux Resources","Lux Resources","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes","6","18/10/2025 3:31:27","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\Lux window panels","Lux window panels","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes","6","18/10/2025 3:31:27","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes\markers","markers","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\meshes","6","18/10/2025 3:31:27","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\scripts","scripts","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux","5","18/10/2025 3:31:28","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures","textures","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux","5","18/10/2025 3:31:29","5","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\architecture","architecture","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures","6","18/10/2025 3:31:28","2","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\architecture\solitude","solitude","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\architecture","7","18/10/2025 3:31:28","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\architecture\winterhold","winterhold","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\architecture","7","18/10/2025 3:31:28","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\cubemaps","cubemaps","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures","6","18/10/2025 3:31:28","0","9"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\dlc02","dlc02","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures","6","18/10/2025 3:31:28","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\dlc02\furniture","furniture","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\dlc02","7","18/10/2025 3:31:28","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux","Lux","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures","6","18/10/2025 3:31:29","3","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux window panels","Lux window panels","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures","6","18/10/2025 3:31:29","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux\clutter","clutter","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux","7","18/10/2025 3:31:29","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux\cubemaps","cubemaps","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux","7","18/10/2025 3:31:29","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux\smim","smim","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux","7","18/10/2025 3:31:29","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux\smim\chains","chains","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-Lux\textures\Lux\smim","8","18/10/2025 3:31:29","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis","04.03-Visual-Lighting-LuxOrbis","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:29","1","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano","04.03-Visual-Lighting-LuxOrbis-Castellano","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:35","2","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Core","Core","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano","5","18/10/2025 3:31:35","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Core\Data","Data","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Core","6","18/10/2025 3:31:35","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Optional","Optional","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano","5","18/10/2025 3:31:35","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Optional\Embers XD","Embers XD","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Optional","6","18/10/2025 3:31:35","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Optional\Embers XD\Data","Data","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Castellano\Optional\Embers XD","7","18/10/2025 3:31:35","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis-Patch","04.03-Visual-Lighting-LuxOrbis-Patch","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:35","0","8"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes","meshes","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis","5","18/10/2025 3:31:35","5","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","architecture","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes","6","18/10/2025 3:31:34","7","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\highhrothgar","highhrothgar","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:30","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\markarth","markarth","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:30","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\riften","riften","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:31","0","11"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\solitude","solitude","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:32","0","32"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\whiterun","whiterun","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:32","2","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\whiterun\wrcitywalls","wrcitywalls","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\whiterun","8","18/10/2025 3:31:32","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\whiterun\wrterrain","wrterrain","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\whiterun","8","18/10/2025 3:31:33","0","26"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\windhelm","windhelm","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:34","0","28"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture\winterhold","winterhold","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\architecture","7","18/10/2025 3:31:34","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc01","dlc01","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes","6","18/10/2025 3:31:34","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc01\architecture","architecture","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc01","7","18/10/2025 3:31:34","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc01\architecture\dawnguard","dawnguard","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc01\architecture","8","18/10/2025 3:31:34","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc02","dlc02","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes","6","18/10/2025 3:31:34","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc02\architecture","architecture","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc02","7","18/10/2025 3:31:34","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc02\architecture\telvannitower","telvannitower","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\dlc02\architecture","8","18/10/2025 3:31:35","0","4"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\effects","effects","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes","6","18/10/2025 3:31:35","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\effects\ambient","ambient","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\effects","7","18/10/2025 3:31:35","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\landscape","landscape","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes","6","18/10/2025 3:31:35","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\landscape\mountains","mountains","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxOrbis\meshes\landscape","7","18/10/2025 3:31:35","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxVia","04.03-Visual-Lighting-LuxVia","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:52","1","9"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxVia-Castellano","04.03-Visual-Lighting-LuxVia-Castellano","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:55","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxVia\meshes","meshes","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxVia","5","18/10/2025 3:31:52","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxVia\meshes\bridgesplusse","bridgesplusse","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Lighting-LuxVia\meshes","6","18/10/2025 3:31:54","0","6"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-BeautifulSigilsOfShalidor","04.03-Visual-Magic-BeautifulSigilsOfShalidor","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:55","1","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-BeautifulSigilsOfShalidor\textures","textures","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-BeautifulSigilsOfShalidor","5","18/10/2025 3:31:55","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-BeautifulSigilsOfShalidor\textures\clutter","clutter","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-BeautifulSigilsOfShalidor\textures","6","18/10/2025 3:31:55","0","2"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor","04.03-Visual-Magic-SigilsOfShalidor","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:56","1","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes","meshes","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor","5","18/10/2025 3:31:56","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes\dungeons","dungeons","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes","6","18/10/2025 3:31:56","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes\dungeons\nordic","nordic","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes\dungeons","7","18/10/2025 3:31:56","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes\dungeons\nordic\exterior","exterior","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.03-Visual-Magic-SigilsOfShalidor\meshes\dungeons\nordic","8","18/10/2025 3:31:58","0","5"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-ENBHelper","04.04-Visual-Weather-ENBHelper","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:58","1","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-ENBHelper\skse","skse","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-ENBHelper","5","18/10/2025 3:31:58","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-ENBHelper\skse\plugins","plugins","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-ENBHelper\skse","6","18/10/2025 3:31:58","0","1"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog","04.04-Visual-Weather-MorthalFog","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods","4","18/10/2025 3:31:58","1","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound","sound","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog","5","18/10/2025 3:31:58","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx","fx","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound","6","18/10/2025 3:31:58","1","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx\DRAMA","DRAMA","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx","7","18/10/2025 3:32:03","9","0"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx\DRAMA\Bats","Bats","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx\DRAMA","8","18/10/2025 3:31:58","0","3"
"G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx\DRAMA\Birds","Birds","G:\Skyrim Mods\03-Backups\Skyrim-MO2-Portable\mods\04.04-Visual-Weather-MorthalFog\sound\fx\DRAMA","8","18/10/2025 3:32:00","2","0"
