"FullName","Kind","SizeBytes","LastWrite"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2dialog_dlc2dialogueska_0003a4a6_1.fuz","Archivo","31373","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2dialog_dlc2dialogueska_0003a4a7_1.fuz","Archivo","25024","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2dialog_dlc2dialogueska_0003a4a7_2.fuz","Archivo","40663","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2dialog_dlc2dialogueska_0003a4a8_1.fuz","Archivo","40308","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2dialog_dlc2dialogueska_0003a4a8_2.fuz","Archivo","42468","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05__00028713_1.fuz","Archivo","26658","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05__0002871a_1.fuz","Archivo","42010","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05_dlc2mq05skaalbloc_00028707_1.fuz","Archivo","50038","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05_dlc2mq05skaalbloc_0002870e_1.fuz","Archivo","49578","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05_dlc2mq05skaalbloc_00035bd7_1.fuz","Archivo","11821","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05_dlc2mq05skaalbloc_00035bde_1.fuz","Archivo","10091","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05_dlc2mq05skaalbloc_00035be3_1.fuz","Archivo","11220","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2mq05_dlc2mq05skaalbloc_00035bea_1.fuz","Archivo","12304","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarblock_000271e8_1.fuz","Archivo","13378","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarblock_000271e9_1.fuz","Archivo","14128","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarblock_000271ea_1.fuz","Archivo","16584","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarblock_000271eb_1.fuz","Archivo","8438","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de99_1.fuz","Archivo","13271","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de9a_1.fuz","Archivo","14442","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de9b_1.fuz","Archivo","16420","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de9c_1.fuz","Archivo","16869","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de9d_1.fuz","Archivo","16259","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de9e_1.fuz","Archivo","18687","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001de9f_1.fuz","Archivo","14595","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea0_1.fuz","Archivo","23702","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea1_1.fuz","Archivo","20207","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea2_1.fuz","Archivo","16772","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea3_1.fuz","Archivo","21574","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea4_1.fuz","Archivo","19080","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea5_1.fuz","Archivo","17221","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea6_1.fuz","Archivo","18009","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea7_1.fuz","Archivo","18668","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0001dea8_1.fuz","Archivo","18600","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_00027e90_1.fuz","Archivo","16071","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_00027e91_1.fuz","Archivo","24995","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2pillar_dlc2pillarshare_0002bf33_1.fuz","Archivo","17152","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e15f_1.fuz","Archivo","43300","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e15f_2.fuz","Archivo","54877","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e160_1.fuz","Archivo","82520","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e161_1.fuz","Archivo","51031","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e161_2.fuz","Archivo","24642","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e162_1.fuz","Archivo","36380","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e162_2.fuz","Archivo","34719","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e8c2_1.fuz","Archivo","51121","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e8c3_1.fuz","Archivo","50040","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e8c3_2.fuz","Archivo","41231","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e8c3_3.fuz","Archivo","37733","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e8c4_1.fuz","Archivo","27010","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0001e8c5_1.fuz","Archivo","51414","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_00027f92_1.fuz","Archivo","40881","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_00027f92_2.fuz","Archivo","16709","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_00027f92_3.fuz","Archivo","38020","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0003314f_1.fuz","Archivo","44360","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02baldorbra_0003314f_2.fuz","Archivo","48190","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02goodbyes_00027fa8_1.fuz","Archivo","21987","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02goodbyes_00027fa9_1.fuz","Archivo","22604","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02goodbyes_00027faa_1.fuz","Archivo","15892","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02goodbyes_00027fab_1.fuz","Archivo","27939","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02goodbyes_00027fac_1.fuz","Archivo","26108","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02hellos_000248d4_1.fuz","Archivo","11978","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02hellos_000248d5_1.fuz","Archivo","25455","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02hellos_000248d6_1.fuz","Archivo","24476","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02hellos_000248d7_1.fuz","Archivo","41445","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02hellos_000248d8_1.fuz","Archivo","37008","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02hellos_000248d9_1.fuz","Archivo","40501","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02idles_00027df5_1.fuz","Archivo","15257","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02idles_00027df6_1.fuz","Archivo","29786","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02idles_00027df7_1.fuz","Archivo","17011","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2sv02_dlc2sv02idles_00027df8_1.fuz","Archivo","27045","2024-10-19 17:57:07"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene01__000214b2_1.fuz","Archivo","22986","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene01__000214cb_1.fuz","Archivo","35320","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene02__000214c0_1.fuz","Archivo","31941","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene02__000214c0_2.fuz","Archivo","18485","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene02__000214c7_1.fuz","Archivo","15064","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene03__000214b5_1.fuz","Archivo","33853","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene03__000214ca_1.fuz","Archivo","38664","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svbaldormorwenscene03__000214ca_2.fuz","Archivo","22038","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslafaetascene01__0001bd37_1.fuz","Archivo","57358","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslafaetascene01__0001bd3b_1.fuz","Archivo","25184","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslaffinnascene01__000214bb_1.fuz","Archivo","53660","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslaffinnascene01__000214c3_1.fuz","Archivo","26434","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslaffinnascene02__000214ad_1.fuz","Archivo","17968","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslaffinnascene02__000214b4_1.fuz","Archivo","20260","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslafyrsascene01__0001bbdd_1.fuz","Archivo","12536","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslafyrsascene01__0001bbe8_1.fuz","Archivo","30252","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecommoneraccented\dlc2svoslafyrsascene01__0001bbed_1.fuz","Archivo","26534","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecondescending","Directorio","-","2025-10-04 22:53:52"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\malecondescending\dgintimidatequest__00028eab_1.fuz","Archivo","14763","2024-10-19 18:01:03"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty","Directorio","-","2025-10-04 22:53:52"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dialoguegeneric__000d4041_1.fuz","Archivo","9012","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2dialoguerav_000327a1_1.fuz","Archivo","44496","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2dialoguerav_000327a2_1.fuz","Archivo","25896","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_0002478a_1.fuz","Archivo","48809","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_0002478a_2.fuz","Archivo","45686","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_00024792_1.fuz","Archivo","44974","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_00024792_2.fuz","Archivo","31899","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_00024796_1.fuz","Archivo","19348","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_00024796_2.fuz","Archivo","51984","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_0002479f_1.fuz","Archivo","35854","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_0002479f_2.fuz","Archivo","41261","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_000247a5_1.fuz","Archivo","34514","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialog_dlc2drrfethisal_000247a5_2.fuz","Archivo","44110","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__00018afb_1.fuz","Archivo","25886","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__00018afc_1.fuz","Archivo","26934","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__00018afd_1.fuz","Archivo","33845","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__00018afe_1.fuz","Archivo","36933","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__00018aff_1.fuz","Archivo","19579","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__0002580e_1.fuz","Archivo","20428","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__0002bbbf_1.fuz","Archivo","32821","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2dialogueravenrock__0003668f_1.fuz","Archivo","34555","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2init__0001fef1_1.fuz","Archivo","11611","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2init__0001fef3_1.fuz","Archivo","26683","2024-10-19 17:57:08"
"G:\Skyrim Mods\Skyrim-MO2-Portable\mods\00.00-Core-USSEP - Traducción Española\sound\voice\dragonborn.esm\maleelfhaughty\dlc2init__0001fef4_1.fuz","Archivo","21711","2024-10-19 17:57:08"
